Name,Symbol,Sector,Industry,Market Cap,Current Price,Volume,Investor Website,Enterprise Value,Trailing EPS,Forward EPS,Dividend Yield,Price to Book,Enterprise to EBITDA,Return on Assets,Return on Equity 
"NNN REIT, Inc.",NNN,Real Estate,REIT—Retail,7803333120,42.56,573449,https://www.nnnreit.com,12148358144,2.18,2.06,0.0531,1.8691261,15.86,0.038829997,0.09544
NANO-X IMAGING LTD,NNOX,Healthcare,Medical Devices,566329280,9.8,754046,https://www.nanox.vision,492247520,-1.08,-0.46,N/A,2.895981,-10.321,-0.15739,-0.29489002
"NanoViricides, Inc.",NNVC,Healthcare,Biotechnology,24382530,2.07,222219,https://www.nanoviricides.com,21197748,-0.8,-1.11,N/A,2.2949002,-2.344,-0.40780997,-0.65847
Nuveen New York Municipal Value,NNY,Financial Services,Asset Management,154866016,8.2,13548,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NNY,153879504,0.17,N/A,0.040999997,0.92477727,N/A,0.02263,0.01715
North American Construction Gro,NOA,Energy,Oil & Gas Equipment & Services,532714944,19.93,48764,https://nacg.ca,1206510848,1.3,3.47,0.0146,1.4559135,4.868,0.053839996,0.15217
Noah Holdings Limited,NOAH,Financial Services,Asset Management,992157632,15.1,133511,https://www.noah-fund.com,4753266176,2.02,2.25,0.0254,0.09557869,3.784,0.05605,0.10045999
Northrop Grumman Corporation,NOC,Industrials,Aerospace & Defense,69658394624,470.22,957168,https://www.northropgrumman.com,84680843264,14.34,27.5,0.0175,4.895881,20.435,0.03809,0.14701
"NI Holdings, Inc.",NODK,Financial Services,Insurance—Property & Casualty,331928672,16.09,6216,https://www.niholdingsinc.com,265367920,0.24,N/A,N/A,1.2973714,15.15,0.0155299995,0.02237
"Northern Oil and Gas, Inc.",NOG,Energy,Oil & Gas E&P,4043210496,40.01,679436,https://www.noginc.com,5930263040,6.16,5.39,0.04,2.0097446,4.268,0.13002,0.38974997
Nokia Corporation Sponsored,NOK,Technology,Communication Equipment,21589260288,3.91,6989250,https://www.nokia.com,18047320064,0.16,0.37,0.0361,1.0216881,5.968,0.03304,0.03858
Nuveen Missouri Quality Municip,NOM,Financial Services,Asset Management,23899398,10.17,155,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NOM&refsrc=vu_nuveen.com/nom,41536332,0.36,N/A,0.0466,0.88743454,N/A,0.019270001,-0.042859998
Nomad Foods Limited,NOMD,Consumer Defensive,Packaged Foods,2980574976,18.15,285592,https://www.nomadfoods.com,4715752960,1.2,2.12,0.033099998,1.1276093,10.323,0.03822,0.07068
"FiscalNote Holdings, Inc.",NOTE,Technology,Information Technology Services,197535664,1.47,440014,https://fiscalnote.com,336207328,-0.37,-0.41,N/A,1.8148148,-7.523,-0.08979999,-0.36985
"Inotiv, Inc.",NOTV,Healthcare,Diagnostics & Research,49776048,1.93,755852,https://www.inotivco.com,446693888,-2.77,-1.61,N/A,0.24134049,19.605,-0.028570002,-0.30115998
NOV Inc.,NOV,Energy,Oil & Gas Equipment & Services,7538915840,19.06,3273668,https://www.nov.com,9616914432,2.48,1.82,0.0117999995,1.2068638,8.996,0.042940002,0.16871999
Sunnova Energy International In,NOVA,Technology,Solar,520724384,4.2,5533388,https://www.sunnova.com,8786251776,-3.4,-2.06,N/A,0.32462513,-1251.425,-0.0128,-0.22591
Novanta Inc.,NOVT,Technology,Scientific & Technical Instruments,5850705920,163.0,83225,https://www.novanta.com,6327533568,1.92,4.05,N/A,8.560474,38.475,0.05531,0.10829
Nova Vision Acquisition Corp.,NOVV,Financial Services,Shell Companies,39753232,11.98,210,https://www.novavisionacquisition.com,41356368,0.04,N/A,N/A,N/A,N/A,-0.02538,N/A
Nova Vision Acquisition Corp.,NOVVR,N/A,N/A,N/A,0.18,20800,https://www.novavisionacquisition.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.02538,N/A
"ServiceNow, Inc.",NOW,Technology,Software—Application,157127491584,765.05,873868,https://www.servicenow.com,153998245888,9.33,16.25,N/A,19.381603,101.582,0.038110003,0.28132
New Providence Acquisition Corp,NPAB,Financial Services,Shell Companies,125199568,10.87,8831,https://newprovidencecorp.com/spac-ii,125432432,0.18,N/A,N/A,N/A,N/A,-0.00525,N/A
New Providence Acquisition Corp. II Warrant,NPABW,Financial Services,Shell Companies,N/A,0.0502,218824,https://newprovidencecorp.com/spac-ii,N/A,N/A,N/A,N/A,50.199997,N/A,-0.00525,N/A
"Neuropace, Inc.",NPCE,Healthcare,Medical Devices,235035376,8.17,52134,https://www.neuropace.com,363083424,-1.27,-1.03,N/A,11.010782,-13.447,-0.15317,-1.18908
102479,NPCT,Financial Services,Asset Management,301352384,10.48,37618,N/A,N/A,N/A,N/A,0.112799995,N/A,N/A,N/A,N/A
N/A,NPFD,Financial Services,Asset Management,430604256,17.82,86637,https://www.nuveen.com,696031872,-0.11,N/A,0.0805,0.9007278,N/A,N/A,N/A
"National Presto Industries, Inc",NPK,Industrials,Aerospace & Defense,570507456,80.38,67794,https://www.gopresto.com,493079648,4.53,0.87,0.0124,1.7203518,13.092,0.04901,0.097559996
Enpro Inc.,NPO,Industrials,Specialty Industrial Machinery,3148262400,150.26,67723,https://www.enpro.com,3674669568,-0.14,8.42,0.008,2.2266347,16.224,0.031489998,-0.0046
Nuveen Virginia Quality Municip,NPV,Financial Services,Asset Management,194303744,10.84,33644,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=NPV,338038976,-0.52,N/A,0.0498,0.8862726,N/A,0.01948,-0.18299
NET Power Inc.,NPWR,Industrials,Specialty Industrial Machinery,830594944,11.51,401784,https://www.netpower.com,1870801920,-0.34,-0.42,N/A,1.2555908,-15.091,-0.0762,-0.16993
Nuveen Pennsylvania Quality Mun,NQP,Financial Services,Asset Management,444008352,11.93,32121,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NQP,761467712,-0.24,N/A,0.0467,0.92473453,N/A,0.0197,-0.01865
"Newpark Resources, Inc.",NR,Energy,Oil & Gas Equipment & Services,650088960,7.63,320163,https://www.newpark.com,707310592,0.18,0.43,N/A,1.5420372,9.972,0.037750002,0.038599998
"NeuroBo Pharmaceuticals, Inc.",NRBO,Healthcare,Biotechnology,22861960,4.66,10807,https://www.neurobopharma.com,-2632402,-2.46,-3.13,N/A,1.3701851,0.166,-0.35261002,-0.64889
National Research Corporation,NRC,Healthcare,Health Information Services,740196288,31.0,58749,https://www.nrchealth.com,781071936,1.24,1.16,0.0155,20.02584,17.061,0.19508,0.54414004
"NerdWallet, Inc.",NRDS,Communication Services,Internet Content & Information,1081334272,13.91,172640,https://www.nerdwallet.com,979034304,-0.16,0.48,N/A,2.8545043,35.344,0.013359999,-0.03349
Nerdy Inc.,NRDY,Technology,Software—Application,358423904,2.04,2221197,https://www.nerdy.com,180900240,-0.27,-0.26,N/A,4.214876,-3.261,-0.28154,-0.65160006
"NexPoint Real Estate Finance, I",NREF,Real Estate,REIT—Mortgage,321559232,14.13,31391,https://www.nexpointfinance.com,6965101056,-0.61,1.88,0.1415,0.73254186,N/A,-0.0007,-0.011460001
"NRG Energy, Inc.",NRG,Utilities,Utilities—Independent Power Producers,17157575680,82.3,2680120,https://www.nrg.com,28396546048,7.01,6.12,0.0198,6.4721613,9.925,0.03405,0.5156
"Energy Vault Holdings, Inc.",NRGV,Utilities,Utilities—Renewable,172666000,1.16,461130,https://www.energyvault.com,38417520,-0.61,-0.23,N/A,0.80836236,-0.396,-0.18299,-0.37091
Northrim BanCorp Inc,NRIM,Financial Services,Banks—Regional,309351360,56.25,10696,https://www.northrim.com,260996256,5.13,5.62,0.0434,1.2925984,N/A,0.0107700005,0.12404
"Nurix Therapeutics, Inc.",NRIX,Healthcare,Biotechnology,1013109824,16.59,3016697,https://www.nurixtx.com,600574656,-2.66,-3.17,N/A,4.831101,-3.98,-0.28801,-0.65372
Nuveen New York AMT-Free Qualit,NRK,Financial Services,Asset Management,950864704,10.9,123385,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NRK,N/A,0.84,N/A,0.0512,0.89535075,N/A,0.021659998,0.07093
70968,NRO,Financial Services,Asset Management,154705904,3.26,25955,N/A,N/A,-0.04,N/A,0.1148,1.0884808,N/A,0.0233,-0.00818
Natural Resource Partners LP Li,NRP,Energy,Thermal Coal,1169778688,90.26,51641,https://nrplp.com,1405984384,13.47,3.0,0.0332,2.454318,6.589,0.15007,0.4497
NeuroSense Therapeutics Ltd.,NRSN,Healthcare,Biotechnology,21060050,1.21,79968,https://www.neurosense-tx.com,16380471,-0.83,-0.8,N/A,N/A,-1.233,-1.52742,-6.02403
NEUROSENSE THERAPEUTICS LTD C/W,NRSNW,Healthcare,Biotechnology,N/A,0.12,9895,https://www.neurosense-tx.com,N/A,-0.935,N/A,N/A,0.7453416,N/A,-1.52742,-6.02403
North European Oil Royality Tru,NRT,Energy,Oil & Gas E&P,65620812,7.14,96291,https://www.neort.com,64646528,1.28,N/A,0.21149999,127.49999,N/A,1.3547701,18.86726
National Rural Utilities Cooper,NRUC,N/A,N/A,N/A,N/A,3433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NRX Pharmaceuticals, Inc.",NRXP,Healthcare,Biotechnology,37880124,3.54,202506,https://www.nrxpharma.com,36797092,5.2,-2.1,N/A,N/A,-1.524,-1.18068,N/A
N/A,NRXPW,Healthcare,Biotechnology,N/A,0.0863,13065,https://www.nrxpharma.com,N/A,-6.247,N/A,N/A,N/A,N/A,-1.18068,N/A
"Neuraxis, Inc.",NRXS,Healthcare,Biotechnology,20048496,3.04,15314,https://neuraxis.com,20194186,-4.5,-0.1,N/A,N/A,-3.049,-4.18594,N/A
Nustar Energy L.P.,NS,Energy,Oil & Gas Midstream,2778708480,21.96,2924481,https://www.nustarenergy.com,6929055232,0.26,1.31,0.0729,10.583132,9.682,0.05862,0.17528
National Storage Affiliates Tru,NSA,Real Estate,REIT—Industrial,4864512000,38.09,364880,https://www.nationalstorageaffiliates.com,7073371648,1.89,0.52,0.0588,3.1262312,12.911,0.036140002,0.13404
Norfolk Southern Corporation,NSC,Industrials,Railroads,52292313088,231.47,1308486,https://www.norfolksouthern.com,69757321216,6.2,13.83,0.0233,4.171382,14.271,0.05495,0.111940004
"Insight Enterprises, Inc.",NSIT,Technology,Electronics & Computer Distribution,6732213760,206.79,132823,https://www.insight.com,7461745152,7.94,12.24,N/A,3.8340592,14.208,0.049390003,0.17924999
"Insperity, Inc.",NSP,Industrials,Staffing & Employment Services,3924079616,104.21,164362,https://www.insperity.com,3666074880,4.1,4.01,0.0219,28.028511,15.57,0.061669998,1.13653
InspireMD Inc.,NSPR,Healthcare,Medical Devices,57338540,2.3,14246,https://www.inspiremd.com,18445598,-0.82,-0.69,N/A,1.2714206,-0.882,-0.36556,-0.70011
"NuStar Logistics, L.P. 7.625% F",NSS,N/A,N/A,1976749056,25.38,33035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"NAPCO Security Technologies, In",NSSC,Industrials,Security & Protection Services,1677703296,45.5,351077,https://www.napcosecurity.com,1595810048,1.26,1.57,0.0088,9.975883,29.897,0.18258,0.31258
"NSTS Bancorp, Inc.",NSTS,Financial Services,Banks—Regional,51406124,9.68,2206,https://www.northshoretrust.com,22807494,-0.79,N/A,N/A,0.66351366,N/A,-0.015190001,-0.05006
Nortech Systems Incorporated,NSYS,Healthcare,Medical Devices,32969892,11.96,14752,https://www.nortechsys.com,55582536,2.38,N/A,N/A,0.9169669,6.945,0.05144,0.21676001
"NetApp, Inc.",NTAP,Technology,Computer Hardware,22798467072,110.47,2183446,https://www.netapp.com,22531430400,4.39,6.71,0.018099999,22.895338,15.603,0.08019,0.89695
Bank of N.T. Butterfield & Son ,NTB,Financial Services,Banks—Diversified,1651010560,35.72,213444,https://www.butterfieldgroup.com,-1075380736,4.47,4.66,0.0493,1.6696271,N/A,0.0159,0.22434999
"Notable Labs, Ltd.",NTBL,Healthcare,Biotechnology,9198625,1.02,118900,https://www.notablelabs.com,126721,-3.41,-2.7,N/A,0.60859185,-0.009,-0.73133004,-1.66899
"NetScout Systems, Inc.",NTCT,Technology,Software—Infrastructure,1511156096,21.16,363732,https://www.netscout.com,1238103424,-2.07,2.18,N/A,0.79855084,9.223,0.01367,-0.07534
"NetEase, Inc.",NTES,Communication Services,Electronic Gaming & Multimedia,67652538368,104.97,1683046,https://netease.gcs-web.com,234514989056,6.27,7.92,0.024400001,0.54235727,7.623,0.09656,0.24778
"Tortoise Midstream Energy Fund,",NTG,Financial Services,Asset Management,206768080,40.6,8158,https://www.tortoiseadvisors.com/ntg.cfm,N/A,-4.06,N/A,0.089499995,N/A,N/A,N/A,N/A
"NETGEAR, Inc.",NTGR,Technology,Communication Equipment,375018464,12.9,275915,https://www.netgear.com,123645496,-3.87,-0.69,N/A,0.7333712,-4.102,-0.0257,-0.20126
Northern Technologies Internati,NTIC,Basic Materials,Specialty Chemicals,167811280,17.8,38214,https://www.ntic.com,170883136,0.48,1.0,0.015700001,2.4551723,52.015,0.01114,0.08614001
"Network-1 Technologies, Inc.",NTIP,Industrials,Specialty Business Services,40975376,1.75,47182,https://www.network-1.com,-1480264,-0.06,N/A,0.0535,0.813197,1.208,-0.01691,-0.02754
"Intellia Therapeutics, Inc.",NTLA,Healthcare,Biotechnology,2529584896,26.22,1062055,https://www.intelliatx.com,1849154560,-5.37,-5.49,N/A,2.4377093,-3.641,-0.24152,-0.43602002
"Nutanix, Inc.",NTNX,Technology,Software—Infrastructure,17173884928,70.29,2016362,https://www.nutanix.com,16895409152,-0.28,1.32,N/A,N/A,-1742.873,-0.01877,N/A
Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,28569712640,57.76,1110444,https://www.nutrien.com,41754738688,1.71,4.35,0.0374,1.1448505,8.451,0.03507,0.03463
"Natera, Inc.",NTRA,Healthcare,Diagnostics & Research,13073607680,106.46,938887,https://www.natera.com,12630427648,-3.11,-1.19,N/A,16.386024,-35.224,-0.17143999,-0.50594
Nutriband Inc.,NTRB,Healthcare,Biotechnology,49035452,4.47,41685,https://nutriband.com,48738960,-0.69,-0.23,N/A,6.1485553,-10.632,-0.35879,-0.73083
Nutriband Inc. Warrant,NTRBW,Healthcare,Biotechnology,N/A,1.09,28932,https://nutriband.com,N/A,-0.505,N/A,N/A,0.9470026,N/A,-0.35879,-0.73083
"NextTrip, Inc.",NTRP,Consumer Cyclical,Travel Services,3539796,2.63,3135,https://www.nexttrip.com,13349869,N/A,N/A,N/A,N/A,-3.109,N/A,N/A
Northern Trust Corporation,NTRS,Financial Services,Asset Management,17494663168,85.51,1254559,https://www.northerntrust.com,27146039296,4.53,7.08,0.035099998,1.5596615,N/A,0.00643,0.08336
Northern Trust Corporation - De,NTRSO,Financial Services,Asset Management,N/A,21.0475,17808,https://www.northerntrust.com,13957543936,7.21,N/A,0.0558,0.38389635,N/A,0.00643,0.08336
NetSTREIT Corp.,NTST,Real Estate,REIT—Retail,1318019072,17.85,307983,https://www.netstreit.com,1983511680,0.09,0.25,0.045900002,1.0381528,19.464,0.012200001,0.00546
NETSOL Technologies Inc.,NTWK,Technology,Software—Application,29539468,2.59,34668,https://www.netsoltech.com,25712002,-0.18,0.38,N/A,0.8561983,3138.672,-0.025139999,-0.00074
"Natuzzi, S.p.A.",NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",58928108,5.35,2156,https://www.natuzzi.com,367887776,-1.58,N/A,N/A,0.8547692,79.923,-0.0086199995,-0.19490999
Nu Holdings Ltd.,NU,Financial Services,Banks—Regional,55747506176,11.66,26889282,https://www.nubank.com.br,51494940672,0.26,0.65,N/A,8.193956,N/A,0.03457,0.21107
Nucor Corporation,NUE,Basic Materials,Steel,41267834880,172.12,1243099,https://www.nucor.com,43612114944,17.01,12.01,0.0125,1.99423,6.227,0.10955,0.22278999
Nukkleus Inc.,NUKK,Technology,Software—Application,330458400,0.9,119720,https://www.nukk.com,330315968,-0.02,N/A,N/A,40.909092,-152.653,-0.15666,-0.74988
N/A,NUKKW,Technology,Software—Application,472084128,0.043,4641,https://www.nukk.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.15666,-0.74988
"NeuroMetrix, Inc.",NURO,Healthcare,Medical Devices,8032972,4.0437,2158,https://www.neurometrix.com,-9432671,-6.27,0.4,N/A,0.30692223,1.329,-0.19393998,-0.30056998
"Nu Skin Enterprises, Inc.",NUS,Consumer Defensive,Household & Personal Products,677960000,13.65,510880,https://www.nuskin.com,1120715008,-0.07,1.48,0.0176,0.83732057,5.711,0.04341,-0.00389
Nutex Health Inc.,NUTX,Healthcare,Health Information Services,35400212,0.712,105081,https://www.nutexhealth.com,291498080,0.6,-0.01,N/A,0.5096636,24.056,0.00657,-0.39086
"Nuveen Municipal Value Fund, In",NUV,Financial Services,Asset Management,1793163008,8.64,391261,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NUV&refsrc=vu_nuveen.com/nuv,1802393856,0.26,N/A,0.0403,0.99378884,N/A,0.02471,0.03032
Nuvation Bio Inc.,NUVB,Healthcare,Biotechnology,823927744,3.32,806061,https://www.nuvationbio.com,227162544,-0.32,-0.43,N/A,1.2246404,-2.435,-0.09201,-0.11152001
"Nuvalent, Inc.",NUVL,Healthcare,Biotechnology,4575736320,70.88,337956,https://www.nuvalent.com,3883901440,-2.42,-3.66,N/A,6.7717586,N/A,-0.18371001,-0.26007
Holdco Nuvo Group D.G Ltd.,NUVO,Healthcare,Medical Devices,59870700,1.8,211811,https://www.nuvocares.com,29221924,-2.234,N/A,N/A,N/A,-1.216,N/A,N/A
Holdco Nuvo Group D.G Ltd. Warr,NUVOW,Healthcare,Medical Devices,N/A,0.06,102069,https://www.nuvocares.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nuveen AMT-Free Municipal Value,NUW,Financial Services,Asset Management,243419632,13.56,46196,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NUW&refsrc=vu_nuveen.com/nuw,N/A,0.29,N/A,0.0401,N/A,N/A,N/A,N/A
"Nuwellis, Inc.",NUWE,Healthcare,Medical Devices,4675235,0.259,5265073,https://www.nuwellis.com,1072573,-6.36,-0.27,N/A,1.9923078,-0.066,-0.82177,-2.48148
"NuZee, Inc.",NUZE,Consumer Defensive,Packaged Foods,3390435,2.25,40518,https://www.mynuzee.com,2890136,-10.56,-3.65,N/A,2.9296875,-0.327,-0.77093005,-1.95367
NorthView Acquisition Corporati,NVAC,Financial Services,Shell Companies,68348672,11.34,2426,N/A,69288264,0.12,N/A,N/A,N/A,N/A,-0.0091699995,N/A
NorthView Acquisition Corporati,NVACR,N/A,N/A,N/A,0.14,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.0091699995,N/A
"Novavax, Inc.",NVAX,Healthcare,Biotechnology,1916347008,13.01,13762449,https://www.novavax.com,1927118208,-3.05,-0.64,N/A,N/A,-5.772,-0.16322,N/A
NovoCure Limited,NVCR,Healthcare,Medical Devices,2366365952,21.99,1150050,https://www.novocure.com,2091480576,-1.81,-1.68,N/A,6.5838323,-10.692,-0.111829996,-0.48703
"Nuvectis Pharma, Inc.",NVCT,Healthcare,Biotechnology,112890016,6.15,109582,https://www.nuvectis.com,93425768,-1.41,-1.23,N/A,8.049738,N/A,-0.77222997,-1.7023101
NVIDIA Corporation,NVDA,Technology,Semiconductors,2274826125312,924.79,34573435,https://www.nvidia.com,2297047023616,11.93,32.1,0.0002,53.02087,66.62,0.38551,0.91458
NVE Corporation,NVEC,Technology,Semiconductors,373111776,77.19,17492,https://www.nve.com,351265280,3.54,2.83,0.051799998,5.69038,18.658,0.17017001,0.2582
"NV5 Global, Inc.",NVEE,Industrials,Engineering & Construction,1533860480,95.0,86336,https://www.nv5.com,1777810944,2.52,5.62,N/A,1.9349844,15.465,0.028889999,0.05199
Nuvei Corporation - Subordinate,NVEI,Technology,Software—Infrastructure,4499011584,32.26,2041068,https://www.nuvei.com,5666889728,-0.04,2.57,0.0124,2.2050579,23.52,0.02021,0.0013799999
"Nova Lifestyle, Inc",NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4965346,2.05,14514,https://novalifestyle.com,6502868,-4.96,N/A,N/A,7.9150577,-1.021,-0.45145,-2.17306
Nuveen AMT-Free Municipal Credi,NVG,Financial Services,Asset Management,2557993472,11.98,334354,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=NVG,4511058944,0.13,N/A,0.057600003,1.0162877,N/A,0.024349999,0.01066
Navigator Holdings Ltd.,NVGS,Energy,Oil & Gas Midstream,1220992128,16.69,219762,https://navigatorgas.com,1961175040,1.16,1.87,0.012,1.0080329,7.874,0.038510002,0.07611
Nova Ltd.,NVMI,Technology,Semiconductor Equipment & Materials,5699755520,196.23,171085,https://www.novami.com,5056502272,4.27,6.58,N/A,7.583475,34.059,0.07806,0.2038
Nvni Group Limited,NVNI,Technology,Software—Application,40071360,1.4,161,https://nuvini.com.br,N/A,-0.76,N/A,N/A,N/A,N/A,N/A,N/A
Nvni Group Limited Warrants,NVNIW,Technology,Software—Application,N/A,0.045,165,https://nuvini.com.br,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enVVeno Medical Corporation,NVNO,Healthcare,Medical Devices,66515700,4.99,51071,https://www.envveno.com,24891700,-1.65,-0.67,N/A,1.5701698,-1.049,-0.3675,-0.57821
Novo Nordisk A/S,NVO,Healthcare,Biotechnology,587548852224,131.89,2585899,https://www.novonordisk.com,605801611264,2.9,4.28,0.0104,5.9466157,5.141,0.25236,0.9987
"Novo Integrated Sciences, Inc.",NVOS,Healthcare,Medical Care Facilities,9155687,0.4805,1081122,https://www.novointegrated.com,13547364,-0.21,N/A,N/A,0.3844,-1.914,-0.16416,-0.49511
"NVR, Inc.",NVR,Consumer Cyclical,Residential Construction,24022145024,7669.0,13847,https://www.nvrinc.com,22205806592,480.08,509.28,N/A,5.591708,11.054,0.19738,0.40087003
Enviri Corporation,NVRI,Industrials,Waste Management,660050368,8.24,334932,https://www.enviri.com,2167240192,-0.67,0.3,N/A,1.3175567,7.686,0.02456,-0.095369995
Nevro Corp.,NVRO,Healthcare,Medical Devices,418706016,11.4,800859,https://nevro.com,360982592,-2.28,-2.11,N/A,1.5015806,-4.147,-0.10183,-0.28492
Novartis AG,NVS,Healthcare,Drug Manufacturers—General,210241830912,102.57,777238,https://www.novartis.com,226946482176,4.4,8.05,0.0368,5.274878,11.98,0.08646,0.19826001
Envista Holdings Corporation,NVST,Healthcare,Medical Instruments & Supplies,3184528896,18.53,1094617,https://envistaco.com,3882033152,-0.73,1.41,N/A,0.76932657,8.877,0.02913,-0.0286
nVent Electric plc,NVT,Industrials,Electrical Equipment & Parts,13283181568,80.01,1603164,https://www.nvent.com,14972580864,3.43,3.57,0.0095,4.1350975,19.105,0.07119,0.19273001
Navitas Semiconductor Corporati,NVTS,Technology,Semiconductors,699445760,3.82,1800001,https://navitassemi.com,577927168,-0.49,-0.13,N/A,1.7571297,-6.227,-0.16157,-0.23506
